NOME_UF,NOME_MUNICIPIO,ESFERA_GOV_ESCOLA,LOCALIZACAO_ESCOLA,INEP_ESCOLA,NOME_ESCOLA,QUANT_ALUNADO,VALOR_RECEBIDO
BA,AURELINO LEAL,MUNICIPAL,Rural,29292875,ESC AGRUPADA DR VASCO FILHO,38,R$29.367
BA,AURELINO LEAL,MUNICIPAL,Urbana,29292913,ESCOLA MUNICIPAL DR ANTONIO CARLOS MAGALHAES,95,R$7.482
BA,AURELINO LEAL,MUNICIPAL,Urbana,29292921,ESC AMI BARBOSA,150,R$61.932
BA,AURELINO LEAL,MUNICIPAL,Urbana,29293090,ESCOLA NORMAL 2 DE JULHO,568,R$65.625
BA,AURELINO LEAL,MUNICIPAL,Urbana,29293162,ESCOLA MUNICIPAL DR FELIX MENDONCA,141,R$33.975
BA,BARRA DO ROCHA,MUNICIPAL,Urbana,29293502,ESCOLA MUNICIPAL PROFESSORA AURELICE SINFRONIO,186,R$22.410
BA,BELMONTE,MUNICIPAL,Urbana,29294096,ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES,120,R$47.280
BA,BELMONTE,MUNICIPAL,Urbana,29294193,ESCOLA PROFESSOR LUCIO COELHO,100,R$47.937
BA,BELMONTE,MUNICIPAL,Urbana,29294312,ESCOLA MUNICIPAL PROFESSOR EDGARD SANTOS,100,R$66.465
BA,BELMONTE,MUNICIPAL,Urbana,29294398,FUNDACAO EDUCACIONAL PEDRO CALMON,100,R$39.915
BA,BELMONTE,MUNICIPAL,Urbana,29294410,GRUPO ESCOLAR PROF LICIA MARIA PATERNOSTRO,100,R$31.377
BA,BELMONTE,MUNICIPAL,Urbana,29294487,ESCOLA MUNICIPAL VITORIA PATERNOSTRO,100,R$7.467
BA,BELMONTE,MUNICIPAL,Urbana,29294525,ESCOLA MUNICIPAL MENANDRO MINAHIM,100,R$18.600
BA,BELMONTE,MUNICIPAL,Urbana,29294584,ESCOLA MUNICIPAL CLEMENCEAU TEIXEIRA,220,R$71.802
BA,BUERAREMA,MUNICIPAL,Urbana,29295190,ESCOLA MUNICIPAL DORALICE BASTOS,133,R$6.621
BA,CAMACAN,MUNICIPAL,Urbana,29295319,COLEGIO MUNICIPAL DE CAMACAN,200,R$100.929
BA,CAMACAN,MUNICIPAL,Urbana,29296498,GRUPO ESCOLAR AIDA NO DA SILVA,62,R$32.124
BA,CAMACAN,MUNICIPAL,Urbana,29296510,GRUPO ESCOLAR BOAVENTURA RIBEIRO,164,R$40.440
BA,CAMACAN,MUNICIPAL,Urbana,29296536,GRUPO ESCOLAR CLERISTON ANDRADE,506,R$59.700
BA,CANAVIEIRAS,MUNICIPAL,Urbana,29297079,ESCOLA MUNICIPAL PROFA NOECIA VIDAL CAVALCANTE,370,R$27.885
BA,CANAVIEIRAS,MUNICIPAL,Rural,29297133,ESCOLA MUNICIPAL PROFª REGINA CELIA MATOS ALVES,170,R$19.164
BA,COARACI,MUNICIPAL,Urbana,29297389,CENTRO EDUCACIONAL DE COARACI,400,R$96.813
BA,COARACI,MUNICIPAL,Urbana,29297656,ESCOLA MARIA BARRETO SANTIAGO,160,R$28.203
BA,COARACI,MUNICIPAL,Urbana,29297893,ESCOLA JOAO MENDES DA COSTA,61,R$24.375
BA,COARACI,MUNICIPAL,Urbana,29297915,ESCOLA JORGE VIANA,125,R$54.390
BA,COARACI,MUNICIPAL,Urbana,29297966,ESCOLA WALDOMIRO REBELLO,119,R$25.929
BA,FLORESTA AZUL,MUNICIPAL,Urbana,29298563,GRUPO ESCOLAR JOSE DA SILVA CARDOSO,90,R$26.427
BA,GANDU,MUNICIPAL,Urbana,29298733,ESCOLA MUNICIPAL DORALICE FERNANDES DE MELLO,92,R$24.069
BA,GANDU,MUNICIPAL,Urbana,29299241,PREDIO ESCOLAR ARGENTINA CASTELO BRANCO,100,R$39.915
BA,IBICARAI,MUNICIPAL,Urbana,29299764,ESCOLA CORACI MAGALHAES ALLY,57,R$22.086
BA,IBICARAI,MUNICIPAL,Rural,29299985,GRUPO ESCOLAR EMILIO ISABEL,100,R$58.305
BA,IBICARAI,MUNICIPAL,Urbana,29300029,GRUPO ESCOLAR JOSE TITO DE LIMA,95,R$28.662
BA,IBICARAI,MUNICIPAL,Urbana,29300037,GRUPO ESCOLAR LEA GALRAO,100,R$39.960
BA,IBICARAI,MUNICIPAL,Urbana,29300053,GRUPO ESCOLAR NATERCIA KAVARK,80,R$23.952
BA,IBIRAPITANGA,MUNICIPAL,Urbana,29300100,CENTRO EDUCACIONAL DE IBIRAPITANGA,150,R$41.970
BA,IBIRAPITANGA,MUNICIPAL,Rural,29300118,CENTRO EDUCACIONAL GOVERNADOR CESAR BORGES,200,R$74.950
BA,IBIRAPITANGA,MUNICIPAL,Rural,29300304,ESCOLA ORLANDO DE CARVALHO,100,R$12.988
BA,IBIRAPITANGA,MUNICIPAL,Rural,29300657,ESCOLA MUNICIPAL SILVINO BATISTA,60,R$394
BA,IBIRAPITANGA,MUNICIPAL,Urbana,29300681,ESCOLA PROFESSORA ADEMARIA RIBEIRO DE ANDRADE,40,R$5.490
BA,IBIRATAIA,MUNICIPAL,Urbana,29300797,ESCOLA MUNICIPAL CASTRO ALVES,80,R$9.240
BA,IBIRATAIA,MUNICIPAL,Urbana,29300940,COLEGIO MUNICIPAL JOSE FIRMINO DA SILVA,150,R$44.580
BA,IBIRATAIA,MUNICIPAL,Urbana,29300991,ESCOLA MUNICIPAL MARIANA ANDRADE MEIRA,100,R$51.840
BA,IBIRATAIA,MUNICIPAL,Urbana,29301157,ESCOLA MUNICIPAL ERALDO TINOCO DE MELO,50,R$24.786
BA,IBIRATAIA,MUNICIPAL,Urbana,29301343,ESCOLA MUNICIPAL MAURO BARREIRA DE ALENCAR,160,R$41.526
BA,ILHEUS,MUNICIPAL,Urbana,29301416,ESCOLA MUNICIPAL DO IGUAPE,144,R$16.848
BA,SALVADOR,ESTADUAL,Urbana,29301580,EE - COLEGIO ESTADUAL PROFESSORA HORIZONTINA CONCEICAO,150,R$35.532
BA,ILHEUS,MUNICIPAL,Urbana,29301726,ESCOLA MUNICIPAL DO SALOBRINHO,120,R$23.250
BA,ILHEUS,MUNICIPAL,Rural,29301734,ESCOLA MUNICIPAL DE INEMA,60,R$8.046
BA,ILHEUS,MUNICIPAL,Rural,29301769,ESCOLA MUL DE BANCO CENTRAL,80,R$10.848
BA,ILHEUS,MUNICIPAL,Urbana,29301823,ESCOLA MUNICIPAL VOVO ISAAC,50,R$9.390
BA,ILHEUS,MUNICIPAL,Urbana,29301866,ESCOLA MUNICIPAL DOM EDUARDO,100,R$18.780
BA,ILHEUS,MUNICIPAL,Urbana,29301963,CENTRO EDUCATIVO FE E ALEGRIA,200,R$37.560
BA,ILHEUS,MUNICIPAL,Urbana,29302080,ESCOLA MUNICIPAL PROFESSOR PAULO FREIRE,100,R$18.660
BA,SALVADOR,ESTADUAL,Urbana,29302145,EE - COLEGIO ESTADUAL ANTONIO SA PEREIRA,100,R$21.204
BA,ILHEUS,MUNICIPAL,Urbana,29302153,ESCOLA MUNICIPAL BARAO DE MACAUBAS,25,R$1.380
BA,ILHEUS,MUNICIPAL,Urbana,29302188,ESCOLA MUNICIPAL DA BARRA DE ITAIPE,25,R$4.695
BA,ILHEUS,MUNICIPAL,Urbana,29302250,ESCOLA MUNICIPAL HERVAL SOLEDADE,100,R$18.555
BA,SALVADOR,ESTADUAL,Urbana,29302293,EE - COLEGIO ESTADUAL PAULO AMERICO DE OLIVEIRA,300,R$74.244
BA,ILHEUS,MUNICIPAL,Rural,29302480,ESC MUL MANOEL MALAQUIAS DOS REIS,200,R$21.771
BA,ILHEUS,MUNICIPAL,Rural,29302927,ESCOLA NUCLEADA DO JAPU,115,R$6.630
BA,ILHEUS,MUNICIPAL,Rural,29303117,ESCOLA MUNICIPAL ANTONIO SERGIO CARNEIRO,50,R$13.710
BA,ILHEUS,MUNICIPAL,Rural,29303303,ESCOLA MUNICIPAL DO BANCO DO PEDRO,215,R$24.618
BA,SALVADOR,ESTADUAL,Urbana,29303354,EE - COLEGIO ESTADUAL DE IPIAU,40,R$26.865
BA,SALVADOR,ESTADUAL,Urbana,29304350,EE - COLEGIO ESTADUAL JOSUE BRANDAO,250,R$63.990
BA,SALVADOR,ESTADUAL,Urbana,29304431,EE - COLEGIO ESTADUAL SESQUICENTENARIO - CISO,800,R$90.144
BA,ITABUNA,MUNICIPAL,Urbana,29304938,ESCOLA NOVO HORIZONTE,100,R$46.950
BA,ITABUNA,MUNICIPAL,Rural,29305616,ESCOLA ROCA DO POVO,34,R$13.470
BA,ITABUNA,MUNICIPAL,Urbana,29305829,ESCOLA IOLANDA PIRES - SITIO V,138,R$46.836
BA,ITABUNA,MUNICIPAL,Urbana,29306094,GRUPO ESCOLAR FREDERICO SMITH LIMA,300,R$56.925
BA,SALVADOR,ESTADUAL,Urbana,29306159,EE - ESCOLA ESTADUAL ANTONIO CARLOS MAGALHAES,150,R$28.170
BA,SALVADOR,ESTADUAL,Urbana,29306230,EE - COLEGIO ESTADUAL GENERAL OSORIO,260,R$50.724
BA,SALVADOR,ESTADUAL,Urbana,29306264,EE - COLEGIO ESTADUAL INACIO TOSTA FILHO,140,R$49.932
BA,ITABUNA,MUNICIPAL,Urbana,29306388,GRUPO ESCOLAR RAIMUNDO JERONIMO MACHADO,91,R$18.570
BA,ITABUNA,MUNICIPAL,Urbana,29306400,ESCOLA MUNICIPAL 28 DE JULHO,482,R$120.636
BA,ITACARE,MUNICIPAL,Rural,29306922,ESCOLA DR JOSE CRUZ,50,R$1.546
BA,ITACARE,MUNICIPAL,Urbana,29307341,GRUPO ESCOLAR BOM JESUS,64,R$9.595
BA,ITAGIBA,MUNICIPAL,Rural,29307732,ESCOLA CLEMENTE MARIANI,100,R$28.128
BA,ITAGIBA,MUNICIPAL,Rural,29307783,ESCOLA HELIO QUADROS,100,R$41.943
BA,ITAJU DO COLONIA,MUNICIPAL,Urbana,29308054,ESCOLA MUNICIPAL EDGAR FERREIRA BOMFIM,136,R$39.960
BA,ITAJU DO COLONIA,MUNICIPAL,Urbana,29308208,ESCOLA MUNICIPAL DR CLERISTON ANDRADE,141,R$29.529
BA,ITAJU DO COLONIA,MUNICIPAL,Urbana,29308321,ESCOLA MUNICIPAL JOSE HONORIO DE JESUS,150,R$37.911
BA,ITAJUIPE,MUNICIPAL,Urbana,29308895,ESCOLA MUNICIPAL ALBERTO HAGE - ESC MUN,140,R$42.228
BA,ITAJUIPE,MUNICIPAL,Urbana,29308941,DR PEDRO CATALAO - ESC MUN,150,R$46.800
BA,ITAJUIPE,MUNICIPAL,Urbana,29308984,ESCOLA MUNICIPAL PROFª LEOLINA NAZARETH ANDRADE,70,R$26.718
BA,ITAMARI,MUNICIPAL,Urbana,29309379,ESCOLA WALDEMAR PEREIRA LUZ,150,R$27.915
BA,ITAPE,MUNICIPAL,Urbana,29309611,PREDIO ESCOLAR NAVARRO DE BRITO,250,R$57.030
BA,ITAPEBI,MUNICIPAL,Urbana,29310130,ESCOLA MUNICIPAL DOUTOR ANTONIO CARLOS MAGALHAES,493,R$100.827
BA,ITAPITANGA,MUNICIPAL,Urbana,29310237,COL JOAO XXIII,500,R$172.290
BA,ITAPITANGA,MUNICIPAL,Urbana,29310440,ESCOLA MUNICIPAL ANA LUIZA,89,R$21.150
BA,ITAPITANGA,MUNICIPAL,Urbana,29310598,ESCOLA MUNICIPAL LAURINDA FRAGA PIMENTEL,89,R$23.835
BA,JUSSARI,MUNICIPAL,Urbana,29310970,COLEGIO MUNICIPAL PLINIO DE ALMEIDA,428,R$75.075
BA,MASCOTE,MUNICIPAL,Urbana,29311381,ESCOLA DE 1º GRAU PORTAL DO SABER,132,R$16.740
BA,PAU BRASIL,MUNICIPAL,Urbana,29312361,ESCOLA MUNICIPAL DOUTOR ANTONIO CARLOS MAGALHAES,128,R$30.531
BA,SANTA CRUZ DA VITORIA,MUNICIPAL,Urbana,29312434,CENTRO MUNICIPAL DE EDUCACAO JOSE GUEDES,130,R$56.220
BA,SANTA CRUZ DA VITORIA,MUNICIPAL,Urbana,29312590,ESCOLA MUNICIPAL STELA DALVA CORREIA E SILVA,63,R$22.002
BA,SANTA CRUZ DA VITORIA,MUNICIPAL,Urbana,29312655,GRUPO ESCOLAR PRESIDENTE MEDICI,80,R$30.615
BA,SALVADOR,ESTADUAL,Urbana,29313171,EE - COLEGIO ESTADUAL TREZE DE JUNHO,67,R$8.379
BA,TEOLANDIA,MUNICIPAL,Urbana,29313368,ESCOLA MUNICIPAL TORQUATO GONCALVES GUIMARAES,100,R$15.021
BA,TEOLANDIA,MUNICIPAL,Rural,29313392,COLEGIO MUNICIPAL JOSE BENTO DE SOUZA,65,R$8.166
BA,TEOLANDIA,MUNICIPAL,Urbana,29313457,ESCOLA MUNICIPAL JOAO MILITAO DE OLIVEIRA,100,R$27.177
BA,TEOLANDIA,MUNICIPAL,Rural,29313821,ESCOLA MUNICIPAL MANOEL DE SOUZA MENEZES,50,R$12.408
BA,UBAITABA,MUNICIPAL,Rural,29313856,COLEGIO MUNICIPAL DE FAISQUEIRA,154,R$86.415
BA,UBAITABA,MUNICIPAL,Urbana,29313910,ESCOLA HILDA LAGO,61,R$30.330
BA,UBAITABA,MUNICIPAL,Urbana,29313937,ESCOLA JOAQUIM CARDOSO,86,R$49.545
BA,UBAITABA,MUNICIPAL,Rural,29314097,ESCOLA EDEHILDA RODRIGUES DE OLIVEIRA,75,R$39.201
BA,SALVADOR,ESTADUAL,Urbana,29314348,EE - COLEGIO ESTADUAL DE UBATA,100,R$11.268
BA,UBATA,MUNICIPAL,Urbana,29314372,ESCOLA MUNICIPAL 31 DE MARCO,73,R$29.247
BA,UBATA,MUNICIPAL,Urbana,29314453,ESCOLA DERALDO PASSOS,120,R$59.010
BA,UNA,MUNICIPAL,Rural,29314941,ESC LIBERALINO BARBOSA SOUTO,50,R$22.794
BA,UNA,MUNICIPAL,Urbana,29315468,ESCOLA MUNICIPAL ANDRE REBOUCAS,60,R$4.969
BA,URUCUCA,MUNICIPAL,Urbana,29315522,CENTRO EDUC DO MUNICIPIO DE URUCUCA,1069,R$406.740
BA,URUCUCA,MUNICIPAL,Urbana,29316294,ESCOLA MUNICIPAL MARIA ANTONIETA CONCEICAO,690,R$243.570
BA,WENCESLAU GUIMARAES,MUNICIPAL,Rural,29316944,ESCOLA MUNICIPAL PAULO LEANDRO DE MATOS,37,R$27.030
BA,WENCESLAU GUIMARAES,MUNICIPAL,Urbana,29317126,ESCOLA MUNICIPAL MICHELINA DOS REIS LOPES,100,R$38.487
BA,ALCOBACA,MUNICIPAL,Rural,29317657,ESCOLA NUCLEO MUNICIPAL DO ENSINO FUNDAMENTAL POUSO ALEGRE,180,R$37.572
BA,ALCOBACA,MUNICIPAL,Rural,29317665,ESCOLA NUCLEO MUNICIPAL ELOI FERREIRA,283,R$14.050
BA,CARAVELAS,MUNICIPAL,Rural,29317800,ESCOLA MUNICIPAL FRANCISCO HENRIQUE DOS SANTOS,260,R$92.808
BA,CARAVELAS,MUNICIPAL,Rural,29317827,ESCOLA MUNICIPAL SEBASTIAO PEREIRA DOS SANTOS,120,R$48.600
BA,CARAVELAS,MUNICIPAL,Urbana,29318041,ESCOLA MUNICIPAL JOSE LUIZ DE SOUZA,160,R$14.784
BA,CARAVELAS,MUNICIPAL,Rural,29318050,CENTRO EDUCACIONAL PROF JULIO GERONIMO,324,R$101.460
BA,CARAVELAS,MUNICIPAL,Urbana,29318114,ESCOLA MUNICIPAL EDE SANTOS,110,R$58.785
BA,CARAVELAS,MUNICIPAL,Rural,29318173,ESCOLA MUNICIPAL CASTRO ALVES,136,R$40.920
BA,EUNAPOLIS,MUNICIPAL,Rural,29318564,ESCOLA MUNICIPAL ALDENI PEREIRA DA SILVA,200,R$131.370
BA,EUNAPOLIS,MUNICIPAL,Urbana,29318858,ESCOLA MUNICIPAL JOSE DE ARAUJO SANTANA,80,R$73.698
BA,EUNAPOLIS,MUNICIPAL,Urbana,29318939,ESCOLA MUNICIPAL NICOLAU COELHO,169,R$65.070
BA,EUNAPOLIS,MUNICIPAL,Rural,29319030,ESCOLA MUNICIPAL D PEDRO II,98,R$68.640
BA,EUNAPOLIS,MUNICIPAL,Rural,29319072,ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA,367,R$235.575
BA,EUNAPOLIS,MUNICIPAL,Urbana,29319080,ESCOLA MUNICIPAL NILZA BARBOSA DE OLIVEIRA,532,R$274.740
BA,GUARATINGA,MUNICIPAL,Urbana,29319269,ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES,131,R$42.264
BA,GUARATINGA,MUNICIPAL,Urbana,29319676,ESCOLA MUNICIPAL RENASCER,301,R$79.035
BA,IBIRAPUA,MUNICIPAL,Rural,29320526,ESCOLA MAURINA OLIVEIRA NASCIMENTO,40,R$44.079
BA,IBIRAPUA,MUNICIPAL,Rural,29320542,GRUPO ESCOLAR DJALMA BESSA,52,R$48.420
BA,ITABELA,MUNICIPAL,Urbana,29320631,COLEGIO MUNICIPAL AUGUSTO GONCALVES COSTA,100,R$7.512
BA,ITABELA,MUNICIPAL,Urbana,29320658,COLEGIO MANOEL RIBEIRO CARNEIRO,100,R$7.512
BA,ITABELA,MUNICIPAL,Urbana,29320704,COLEGIO MUNICIPAL LUIZ EDUARDO MAGALHAES,120,R$23.400
BA,ITABELA,MUNICIPAL,Urbana,29320836,ESCOLA MUNICIPAL ABDIAS MARTINS PEREIRA,86,R$18.480
BA,ITABELA,MUNICIPAL,Urbana,29320879,COLEGIO MUNICIPAL ARCHIMEDES ERNESTO DA SILVA,100,R$18.780
BA,ITABELA,MUNICIPAL,Urbana,29320887,COLEGIO MUNICIPAL CARLOS A DE SOUZA PARRACHO,120,R$23.400
BA,ITABELA,MUNICIPAL,Urbana,29320895,ESCOLA MUNICIPAL LUCIO FERREIRA DA SILVA,201,R$41.895
BA,ITAGIMIRIM,MUNICIPAL,Urbana,29321140,COLEGIO MUNICIPAL OTHONIEL FERREIRA DOS SANTOS,643,R$114.540
BA,ITAGIMIRIM,MUNICIPAL,Urbana,29321239,ESCOLA MUL ADELIA PINHEIRO SALES,137,R$11.571
BA,ITAMARAJU,MUNICIPAL,Urbana,29321425,ESCOLA MUNICIPAL LIBERDADE,200,R$78.000
BA,ITAMARAJU,MUNICIPAL,Rural,29321476,ESC MUL ERALDO TINOCO,50,R$54.594
BA,ITAMARAJU,MUNICIPAL,Urbana,29321492,ESCOLA MUNICIPAL FURLAN,80,R$49.485
BA,ITAMARAJU,MUNICIPAL,Urbana,29321620,ESCOLA MUNICIPAL DE 1º GRAU URBIS II,150,R$58.995
BA,ITAMARAJU,MUNICIPAL,Urbana,29321964,COLEGIO MUNICIPAL OTAVIO MANGABEIRA,150,R$59.145
BA,ITANHEM,MUNICIPAL,Urbana,29322529,ESCOLA MUNICIPAL NOVA BRASILIA,30,R$10.806
BA,ITANHEM,MUNICIPAL,Urbana,29322618,ESCOLA MUNICIPAL RUI SANTOS,30,R$16.215
BA,JUCURUCU,MUNICIPAL,Urbana,29322804,ESC MUNIC DE I G RAFAEL FERREIRA NEVES,101,R$49.605
BA,JUCURUCU,MUNICIPAL,Urbana,29323266,ESC MUL SAO JOAO DA BOA NOVA,78,R$13.920
BA,JUCURUCU,MUNICIPAL,Urbana,29323355,ESC MUL DE 1 E 2 GRAUS C MEIRELES,441,R$174.810
BA,JUCURUCU,MUNICIPAL,Urbana,29323371,ESCOLA MUNICIPAL ADOLFO LOPES MOITINHO,200,R$70.860
BA,MEDEIROS NETO,MUNICIPAL,Urbana,29324513,ESCOLA MUNICIPAL PROFESSORA SILVETE SANTOS PEREIRA,80,R$34.968
BA,MEDEIROS NETO,MUNICIPAL,Urbana,29324734,ESC MUN DE 1 GRAU ANTONIO GONCALVES PRATES,40,R$22.104
BA,MUCURI,MUNICIPAL,Rural,29324807,ESCOLA MUNICIPAL CAROLINA SILVA DE MORAES,71,R$37.680
BA,MUCURI,MUNICIPAL,Urbana,29325030,COLEGIO MUNICIPAL DE 1 E 2 GRAUS DE ITABATAN,100,R$26.472
BA,MUCURI,MUNICIPAL,Urbana,29325323,ESCOLA MUNICIPAL ANTONIO JOAO CARLETTI,80,R$38.352
BA,MUCURI,MUNICIPAL,Urbana,29325412,ESCOLA MUNICIPAL MANOEL DA COSTA MACHADO,75,R$30.570
BA,NOVA VICOSA,MUNICIPAL,Urbana,29325765,ESCOLA MUNICIPAL DEOLISANO RODRIGUES DE SOUZA,80,R$39.660
BA,NOVA VICOSA,MUNICIPAL,Urbana,29325854,ESCOLA MUNICIPAL JOAO MARTINS PEIXOTO,100,R$49.815
BA,NOVA VICOSA,MUNICIPAL,Urbana,29325897,ESCOLA MUNICIPAL BAIA DOS ANJOS,60,R$22.332
BA,PORTO SEGURO,MUNICIPAL,Urbana,29326087,ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA,120,R$44.580
BA,PORTO SEGURO,MUNICIPAL,Rural,29326109,ESCOLA MUNICIPAL SAO MIGUEL,120,R$62.235
BA,PORTO SEGURO,MUNICIPAL,Rural,29326133,ESCOLA TIRADENTES,120,R$65.220
BA,PORTO SEGURO,MUNICIPAL,Rural,29326168,ESCOLA CANTA GALO,100,R$58.140
BA,PORTO SEGURO,MUNICIPAL,Rural,29326206,ESCOLA INDIGENA PATAXO BOCA DA MATA,120,R$18.180
BA,PORTO SEGURO,MUNICIPAL,Rural,29326290,ESCOLA MUNICIPAL DE ITAPORANGA,120,R$79.635
BA,PORTO SEGURO,MUNICIPAL,Rural,29326559,ESCOLA INDIGENA PATAXO BARRA VELHA,120,R$34.920
BA,PRADO,MUNICIPAL,Urbana,29326648,ESCOLA MUNICIPAL PEROLINA RAMOS MASCARENHAS,150,R$11.223
BA,PRADO,MUNICIPAL,Rural,29327024,ESCOLA MUNICIPAL JOSE PORCINO DE SOUZA,259,R$40.386
BA,PRADO,MUNICIPAL,Urbana,29327270,ESCOLA MUNICIPAL ANTONIO CLIMERIO DOS SANTOS,99,R$14.406
BA,SANTA CRUZ CABRALIA,MUNICIPAL,Urbana,29327440,ESCOLA INDIGENA PATAXO COROA VERMELHA,62,R$37.195
BA,SANTA CRUZ CABRALIA,MUNICIPAL,Urbana,29327660,ESCOLA MUNICIPAL ANTONIO SAMBRANO GUERRA,44,R$33.045
BA,SANTA CRUZ CABRALIA,MUNICIPAL,Urbana,29327687,ESCOLA MUNICIPAL VICTURINO DA PURIFICACAO FIGUEIREDO,151,R$87.795
BA,TEIXEIRA DE FREITAS,MUNICIPAL,Rural,29328250,EMEF DOM PEDRO II,180,R$93.150
BA,TEIXEIRA DE FREITAS,MUNICIPAL,Urbana,29328268,EMEF JOAQUIM JOSE DE ALMEIDA,100,R$28.692
BA,TEIXEIRA DE FREITAS,MUNICIPAL,Urbana,29328446,ESCOLA MUNICIPAL AMIGOS DE ARACRUZ,100,R$49.815
BA,TEIXEIRA DE FREITAS,MUNICIPAL,Urbana,29328470,EMEF SAO GERALDO,100,R$37.800
BA,PARIPIRANGA,MUNICIPAL,Rural,29329582,ESCOLA MUNICIPAL QUINTINO TELES GUIMARAES,100,R$41.778
BA,RIBEIRA DO AMPARO,MUNICIPAL,Urbana,29330335,ESCOLA MUNICIPAL AGENOR BRITO,200,R$37.230
BA,CICERO DANTAS,MUNICIPAL,Urbana,29330386,COLEGIO MUNICIPAL MONSENHOR GALVAO,817,R$250.719
BA,CICERO DANTAS,MUNICIPAL,Rural,29330475,NEFMCOLEGIO MUNICIPAL MARINHO GOMES DE OLIVEIRA,155,R$78.705
BA,ALCOBACA,MUNICIPAL,Rural,29330653,ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL MARIA QUITERIA,152,R$29.156
BA,SANTA MARIA DA VITORIA,MUNICIPAL,Urbana,29330670,ESCOLA MUNICIPAL SEN JOSAPHAT MARINHO,120,R$18.750
BA,SANTALUZ,MUNICIPAL,Rural,29330955,ESCOLA MUNICIPAL DEPUTADO MANOEL NOVAES,300,R$82.080
BA,SANTA CRUZ CABRALIA,MUNICIPAL,Rural,29331447,ESCOLA MUNICIPAL MARIA FIGUEIREDO MARINHO,101,R$37.791
BA,PORTO SEGURO,MUNICIPAL,Rural,29331471,ESCOLA ALEGRIA DO SABER,100,R$47.472
BA,CORRENTINA,MUNICIPAL,Urbana,29331510,ESCOLA MUNICIPAL DOM JOAO MUNIZ,50,R$12.726
BA,CORRENTINA,MUNICIPAL,Rural,29331560,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA,160,R$48.117
BA,PORTO SEGURO,MUNICIPAL,Rural,29331579,ESCOLA MARIA DOS ANJOS,120,R$79.650
BA,ITAMBE,MUNICIPAL,Urbana,29331609,ESCOLA EST GOVERNADOR A C MAHALHAES,95,R$35.802
BA,OLIVEIRA DOS BREJINHOS,MUNICIPAL,Rural,29331668,COMPLEXO EDUC PROF JOAO B VASCONCELOS,80,R$16.160
BA,GLORIA,MUNICIPAL,Rural,29332370,ESCOLA MUNICIPAL MANOEL JOSE DE SA,25,R$4.065
BA,IBOTIRAMA,MUNICIPAL,Urbana,29332613,ESCOLA MUNICIPAL PAULO FREIRE,50,R$40.305
BA,IBOTIRAMA,MUNICIPAL,Urbana,29332648,COLEGIO MUNICIPAL CASTRO ALVES,250,R$73.530
BA,APORA,MUNICIPAL,Urbana,29332877,ESCOLA MUNICIPAL SENADOR ANTONIO CARLOS MAGALHAES,60,R$36.594
BA,PLANALTO,MUNICIPAL,Rural,29333148,ESCOLA MUNICIPAL VITORIO RIBEIRO PADRE,50,R$5.469
BA,GUARATINGA,MUNICIPAL,Urbana,29333237,ESCOLA MUNICIPAL JOVINA PEREIRA,213,R$19.440
BA,INHAMBUPE,MUNICIPAL,Rural,29333610,ESCOLA MUNICIPAL CRISTINA RAMOS,137,R$24.561
BA,EUNAPOLIS,MUNICIPAL,Urbana,29333873,ESCOLA MUNICIPAL ALMERINDO ALVES DOS SANTOS,250,R$106.515
BA,CAETITE,MUNICIPAL,Rural,29334640,ESCOLA DE 1º GRAU PROFA NUNILA IVO FROTA,200,R$113.685
BA,BELMONTE,MUNICIPAL,Urbana,29334675,ESCOLA MUNICIPAL ANTONIA PORTO,60,R$4.411
BA,BELMONTE,MUNICIPAL,Urbana,29334721,ESCOLA MUNICIPAL LOURIVAL JOAO MAI,120,R$23.325
BA,CALDEIRAO GRANDE,MUNICIPAL,Rural,29335493,ESC EST PADRE ALFREDO HAASLER,109,R$51.495
BA,CABACEIRAS DO PARAGUACU,MUNICIPAL,Urbana,29335639,ESCOLA MUNICIPAL LUZ DIVINA,40,R$3.696
BA,SALVADOR,ESTADUAL,Urbana,29336708,EE - COLEGIO ESTADUAL EDUARDO BAHIANA,50,R$30.555
BA,BARRA,MUNICIPAL,Rural,29337038,ESCOLA MUNICIPAL DE IGARITE,150,R$2.697
BA,JUSSARI,MUNICIPAL,Urbana,29337976,ESCOLA MUNICIPAL ANTONIO FERREIRA NOBRE,139,R$11.187
BA,VALENCA,MUNICIPAL,Urbana,29338514,ESCOLA MUNICIPAL DARIO GALVAO DE QUEIROZ,60,R$21.330
BA,IBIRAPITANGA,MUNICIPAL,Rural,29338778,GRUPO ESCOLAR EDEVAL SUZART COUTINHO,80,R$8.080
BA,SAO GABRIEL,MUNICIPAL,Rural,29339723,MANOEL ABADE DOS SANTOS,75,R$30.183
BA,CONCEICAO DO JACUIPE,MUNICIPAL,Urbana,29339740,ESCOLA MUNICIPAL JOAO PIMENTEL RIBEIRO,274,R$79.962
BA,CAFARNAUM,MUNICIPAL,Urbana,29340349,ESCOLA MUNICIPAL CORIOLANO NEVES GUIMARAES,461,R$53.397
